,zero_rate,variance
TWF1P2,0.9895561357702349,0.010361844353615054
CDH6,0.9895561357702349,0.010361844353615054
HMGA1P8,0.9895561357702349,0.010361844353615054
SNORD21,0.9895561357702349,0.010361844353615054
TXNL4AP1,0.9895561357702349,0.010361844353615054
HMGN2P2,0.9895561357702349,0.010361844353615054
EIF3LP1,0.9895561357702349,0.010361844353615054
ZNF209P,0.9895561357702349,0.010361844353615054
MCCD1,0.9895561357702349,0.010361844353615052
OR7E37P,0.9895561357702349,0.010361844353615052
USP12P1,0.9895561357702349,0.010361844353615052
HMGB3P27,0.9895561357702349,0.010361844353615052
RPS4XP20,0.9895561357702349,0.010361844353615052
ATP5MC1P8,0.9895561357702349,0.010361844353615052
CYCSP45,0.9895561357702349,0.01036184435361505
MTAPP2,0.9895561357702349,0.01036184435361505
RPL7P10,0.9895561357702349,0.01036184435361505
PDIA3P2,0.9895561357702349,0.01036184435361505
MIR6780B,0.9895561357702349,0.01036184435361505
RACGAP1P1,0.9895561357702349,0.01036184435361505
CTSLP3,0.9895561357702349,0.01036184435361505
CSNK1A1P1,0.9895561357702349,0.01036184435361505
PHB2P1,0.9895561357702349,0.01036184435361505
PABPC1L2B,0.9895561357702349,0.01036184435361505
RNU1-153P,0.9895561357702349,0.010361844353615049
RPL21P66,0.9895561357702349,0.010361844353615049
SELENOKP1,0.9895561357702349,0.010361844353615049
RPS3AP36,0.9895561357702349,0.010361844353615049
POLR2MP1,0.9895561357702349,0.010361844353615049
PSMD10P3,0.9895561357702349,0.010361844353615049
ST13P13,0.9895561357702349,0.010361844353615049
RNU6-379P,0.9895561357702349,0.010361844353615049
VDAC1P3,0.9895561357702349,0.010361844353615049
ZNF676,0.9895561357702349,0.010361844353615049
RNA5SP319,0.9895561357702349,0.010361844353615049
RAC1P5,0.9895561357702349,0.010361844353615049
NECAP1P1,0.9895561357702349,0.010361844353615049
CYCSP55,0.9895561357702349,0.010361844353615049
KRT8P6,0.9895561357702349,0.010361844353615047
H3P43,0.9895561357702349,0.010361844353615047
RPL13P2,0.9895561357702349,0.010361844353615047
ZNF534,0.9895561357702349,0.010361844353615047
VTI1BP2,0.9895561357702349,0.010361844353615047
PTMAP8,0.9895561357702349,0.010361844353615045
RNU2-63P,0.9895561357702349,0.010361844353615045
MT1IP,0.9895561357702349,0.010361844353615044
RPL36AP16,0.9895561357702349,0.010361844353615044
SUMO2P20,0.9895561357702349,0.010361844353615044
NACAP2,0.9895561357702349,0.010361844353615044
RPL36AP26,0.9895561357702349,0.010361844353615044
RPL30P7,0.9895561357702349,0.010361844353615044
LINC01001,0.9895561357702349,0.010361844353615044
RPL21P18,0.9895561357702349,0.010361844353615044
SAMD13,0.9895561357702349,0.010361844353615044
GEMIN2P2,0.9895561357702349,0.010361844353615044
YWHAZP4,0.9895561357702349,0.010361844353615042
RPL23AP48,0.9895561357702349,0.010361844353615042
GDI2P1,0.9895561357702349,0.01036184435361504
CIR1P2,0.9895561357702349,0.010361844353615039
CALM2P4,0.9895561357702349,0.010361844353615037
RPL31P11,0.9895561357702349,0.010361844353615037
SUGT1P2,0.9921671018276762,0.007791888234248763
MTCYBP35,0.9921671018276762,0.007791888234248763
PPIAP59,0.9921671018276762,0.0077918882342487596
TOMM22P5,0.9921671018276762,0.007791888234248759
RNU6-414P,0.9921671018276762,0.007791888234248758
DNAJC19P5,0.9921671018276762,0.007791888234248758
SNORD121B,0.9921671018276762,0.007791888234248756
RHPN2P1,0.9921671018276762,0.007791888234248756
RNU6-1285P,0.9921671018276762,0.007791888234248756
OR4F1P,0.9921671018276762,0.007791888234248756
NSA2P4,0.9921671018276762,0.007791888234248755
SORBS2,0.9921671018276762,0.007791888234248755
TRIM50,0.9921671018276762,0.007791888234248755
ELOBP1,0.9921671018276762,0.007791888234248755
MIR6505,0.9921671018276762,0.007791888234248755
SUMO1P2,0.9921671018276762,0.007791888234248755
SPATA31D5P,0.9921671018276762,0.007791888234248755
RPL12P12,0.9921671018276762,0.007791888234248754
LY6G6F,0.9921671018276762,0.007791888234248753
CEBPE,0.9921671018276762,0.007791888234248753
MIR6883,0.9921671018276762,0.007791888234248753
G0S2,0.9921671018276762,0.007791888234248753
GMFBP1,0.9921671018276762,0.007791888234248753
MIR425,0.9921671018276762,0.007791888234248753
TCF4,0.9921671018276762,0.007791888234248753
PPIAP64,0.9921671018276762,0.007791888234248753
MEAF6P1,0.9921671018276762,0.007791888234248753
ATP5POP1,0.9921671018276762,0.007791888234248753
LDHC,0.9921671018276762,0.007791888234248753
HMGB3P20,0.9921671018276762,0.007791888234248752
BANF1P4,0.9921671018276762,0.007791888234248752
MTND6P22,0.9921671018276762,0.007791888234248751
CNOT6LP1,0.9921671018276762,0.007791888234248751
EEF1A1P28,0.9921671018276762,0.007791888234248751
USP12PY,0.9921671018276762,0.007791888234248751
RPL8P2,0.9921671018276762,0.007791888234248751
NPM1P50,0.9921671018276762,0.007791888234248751
RPL7AP7,0.9921671018276762,0.007791888234248751
LINC00381,0.9921671018276762,0.007791888234248751
GARS1P1,0.9921671018276762,0.007791888234248751
RORB,0.9921671018276762,0.007791888234248751
BTF3P7,0.9921671018276762,0.007791888234248751
SEPHS1P1,0.9921671018276762,0.007791888234248749
SNORA15B-1,0.9921671018276762,0.007791888234248748
HLA-U,0.9921671018276762,0.007791888234248748
RPL21P134,0.9921671018276762,0.007791888234248748
CAVIN3,0.9921671018276762,0.007791888234248748
LSM3P3,0.9921671018276762,0.007791888234248748
RPS3AP39,0.9921671018276762,0.007791888234248748
MIR6780A,0.9921671018276762,0.007791888234248748
SLC25A5P9,0.9921671018276762,0.007791888234248748
MIR320E,0.9921671018276762,0.007791888234248748
SAXO1,0.9921671018276762,0.007791888234248748
RPL35P9,0.9921671018276762,0.007791888234248748
RPS10P14,0.9921671018276762,0.007791888234248748
LMOD3,0.9921671018276762,0.007791888234248748
DYNLT3P1,0.9921671018276762,0.007791888234248748
ALG3P1,0.9921671018276762,0.007791888234248748
NRBF2P3,0.9921671018276762,0.007791888234248748
NPM1P19,0.9921671018276762,0.007791888234248748
RPL5P18,0.9921671018276762,0.007791888234248748
THUMPD1P1,0.9921671018276762,0.007791888234248748
GOT2P3,0.9921671018276762,0.007791888234248747
NKX2-5,0.9921671018276762,0.007791888234248747
RUNX2-AS1,0.9921671018276762,0.007791888234248747
LAPTM4BP1,0.9921671018276762,0.007791888234248746
RN7SL619P,0.9921671018276762,0.007791888234248746
LINC00491,0.9921671018276762,0.007791888234248746
ATP1B3-AS1,0.9921671018276762,0.007791888234248746
MTATP8P2,0.9921671018276762,0.007791888234248746
RPL21P41,0.9921671018276762,0.007791888234248746
ABCA8,0.9921671018276762,0.007791888234248746
RPSAP55,0.9921671018276762,0.007791888234248746
PIMREGP1,0.9921671018276762,0.007791888234248746
VKORC1P1,0.9921671018276762,0.007791888234248746
EEF1GP3,0.9921671018276762,0.007791888234248746
NDUFB4P2,0.9921671018276762,0.007791888234248746
PPP2R5CP,0.9921671018276762,0.007791888234248746
SNRPEP3,0.9921671018276762,0.007791888234248746
RPL18AP16,0.9921671018276762,0.007791888234248746
SMIM10L2B-AS1,0.9921671018276762,0.007791888234248746
AQP12B,0.9921671018276762,0.007791888234248746
HMGN1P35,0.9921671018276762,0.007791888234248746
MTCO3P22,0.9921671018276762,0.007791888234248746
ATP5PDP1,0.9921671018276762,0.007791888234248746
HIKESHIP1,0.9921671018276762,0.007791888234248746
MT1E,0.9921671018276762,0.007791888234248746
RNU6-1136P,0.9921671018276762,0.007791888234248746
SNORD45B,0.9921671018276762,0.007791888234248746
RSL24D1P1,0.9921671018276762,0.007791888234248746
RPS15AP40,0.9921671018276762,0.007791888234248746
MIR342,0.9921671018276762,0.007791888234248746
RPS3AP51,0.9921671018276762,0.007791888234248746
RAB5CP2,0.9921671018276762,0.007791888234248746
RPL7AP34,0.9921671018276762,0.007791888234248746
PAFAH1B2P1,0.9921671018276762,0.007791888234248746
RHOQP2,0.9921671018276762,0.007791888234248746
XIAPP1,0.9921671018276762,0.007791888234248746
HMGN1P30,0.9921671018276762,0.007791888234248746
LINC02367,0.9921671018276762,0.007791888234248746
MIR4641,0.9921671018276762,0.007791888234248746
RPL35AP17,0.9921671018276762,0.007791888234248745
PIN1P1,0.9921671018276762,0.007791888234248744
MRPL2P1,0.9921671018276762,0.007791888234248744
FCF1P7,0.9921671018276762,0.007791888234248744
SDHDP3,0.9921671018276762,0.007791888234248744
PSMA6P4,0.9921671018276762,0.007791888234248744
ANKRD20A9P,0.9921671018276762,0.007791888234248744
HSP90AB6P,0.9921671018276762,0.007791888234248744
RPS26P11,0.9921671018276762,0.007791888234248744
RNU6-16P,0.9921671018276762,0.007791888234248744
PTPN2P2,0.9921671018276762,0.007791888234248744
CIR1P1,0.9921671018276762,0.007791888234248744
RNU6-384P,0.9921671018276762,0.007791888234248744
PPIAP60,0.9921671018276762,0.007791888234248744
CYP4Z1,0.9921671018276762,0.007791888234248744
ABITRAMP1,0.9921671018276762,0.007791888234248744
MIR4728,0.9921671018276762,0.007791888234248744
PPIAP58,0.9921671018276762,0.007791888234248744
RPS27P29,0.9921671018276762,0.007791888234248744
PCSK9,0.9921671018276762,0.007791888234248744
RPL32P13,0.9921671018276762,0.007791888234248744
CEACAM3,0.9921671018276762,0.007791888234248744
RNVU1-33,0.9921671018276762,0.007791888234248744
COX4I1P1,0.9921671018276762,0.007791888234248744
VIT,0.9921671018276762,0.007791888234248744
H2AZP6,0.9921671018276762,0.007791888234248744
VPS26BP1,0.9921671018276762,0.007791888234248744
HNRNPH1P1,0.9921671018276762,0.007791888234248744
PPIAP65,0.9921671018276762,0.007791888234248744
H3P12,0.9921671018276762,0.007791888234248744
TPT1P6,0.9921671018276762,0.007791888234248744
CDHR1,0.9921671018276762,0.007791888234248744
EEF1A1P2,0.9921671018276762,0.007791888234248744
RBM22P3,0.9921671018276762,0.007791888234248742
SHISA5P1,0.9921671018276762,0.007791888234248742
RPL7P37,0.9921671018276762,0.007791888234248742
PSMA2P2,0.9921671018276762,0.007791888234248742
ZC3H11B,0.9921671018276762,0.007791888234248742
OVCH1-AS1,0.9921671018276762,0.007791888234248742
RNY3,0.9921671018276762,0.007791888234248742
RPS18P6,0.9921671018276762,0.007791888234248741
RN7SL414P,0.9921671018276762,0.007791888234248741
ENO1P2,0.9921671018276762,0.007791888234248741
RPS27P27,0.9921671018276762,0.007791888234248741
PRDX2P2,0.9921671018276762,0.007791888234248741
KRT84,0.9921671018276762,0.007791888234248741
NSA2P2,0.9921671018276762,0.007791888234248741
RPS2P2,0.9921671018276762,0.007791888234248741
SNORD97,0.9921671018276762,0.007791888234248741
GAPDHP33,0.9921671018276762,0.007791888234248741
RNU6V,0.9921671018276762,0.007791888234248741
RPS4XP5,0.9921671018276762,0.007791888234248741
OR7E100P,0.9921671018276762,0.007791888234248741
WWTR1-IT1,0.9921671018276762,0.007791888234248741
RPL19P21,0.9921671018276762,0.007791888234248741
TUBB3P1,0.9921671018276762,0.007791888234248741
OVAAL,0.9921671018276762,0.007791888234248741
KCTD9P4,0.9921671018276762,0.007791888234248741
RPS10P28,0.9921671018276762,0.007791888234248741
NPM1P14,0.9921671018276762,0.007791888234248741
CHCHD2P8,0.9921671018276762,0.007791888234248741
FTLP5,0.9921671018276762,0.007791888234248741
ABCB11,0.9921671018276762,0.007791888234248741
RPS2P6,0.9921671018276762,0.007791888234248741
MRPS11P1,0.9921671018276762,0.0077918882342487405
ST13P18,0.9921671018276762,0.007791888234248739
ANKRD11P1,0.9921671018276762,0.007791888234248739
MIX23P3,0.9921671018276762,0.007791888234248739
MAGEA4,0.9921671018276762,0.007791888234248739
HNRNPA1P26,0.9921671018276762,0.007791888234248739
CDC42-IT1,0.9921671018276762,0.007791888234248739
RPL13AP2,0.9921671018276762,0.007791888234248739
NLRP3,0.9921671018276762,0.007791888234248739
SAP18P3,0.9921671018276762,0.007791888234248739
NUTF2P7,0.9921671018276762,0.007791888234248739
PSMC1P11,0.9921671018276762,0.007791888234248739
RPL29P19,0.9921671018276762,0.007791888234248739
SSBL2P,0.9921671018276762,0.007791888234248738
MIR3960,0.9921671018276762,0.007791888234248738
LINC01320,0.9921671018276762,0.007791888234248738
HBZ,0.9921671018276762,0.007791888234248737
POLR2CP1,0.9921671018276762,0.007791888234248737
PDCD6IPP2,0.9921671018276762,0.007791888234248737
EIF4A2P1,0.9921671018276762,0.007791888234248737
UBE2V1P1,0.9921671018276762,0.007791888234248737
RPL13AP23,0.9921671018276762,0.007791888234248737
EXOC3L2,0.9921671018276762,0.007791888234248737
ASB9P1,0.9921671018276762,0.007791888234248737
CYCSP24,0.9921671018276762,0.007791888234248735
FRG1FP,0.9921671018276762,0.007791888234248734
STUB1P1,0.9921671018276762,0.007791888234248734
NDUFA3P4,0.9921671018276762,0.007791888234248734
TFDP1P3,0.9921671018276762,0.007791888234248734
HMGN3P1,0.9921671018276762,0.007791888234248734
CFL1P3,0.9921671018276762,0.007791888234248734
LIF-AS1,0.9921671018276762,0.007791888234248734
RHOQP3,0.9921671018276762,0.007791888234248734
RPL6P25,0.9921671018276762,0.007791888234248734
RNA5SP260,0.9921671018276762,0.007791888234248734
RPL23AP78,0.9921671018276762,0.007791888234248734
POTEG,0.9921671018276762,0.007791888234248734
FTLP15,0.9921671018276762,0.007791888234248734
OR7E12P,0.9921671018276762,0.007791888234248734
MTCO2P2,0.9921671018276762,0.007791888234248734
MIRLET7F1,0.9921671018276762,0.007791888234248734
SNRPCP10,0.9921671018276762,0.007791888234248734
RPL9P18,0.9921671018276762,0.007791888234248734
MED28-DT,0.9921671018276762,0.007791888234248734
NPIPA3,0.9921671018276762,0.0077918882342487335
MXRA7P1,0.9921671018276762,0.0077918882342487335
LINC02080,0.9921671018276762,0.0077918882342487335
PPP1R2P1,0.9921671018276762,0.0077918882342487335
HSPA8P4,0.9921671018276762,0.0077918882342487335
RNU7-41P,0.9921671018276762,0.0077918882342487335
SPDYE22P,0.9921671018276762,0.0077918882342487335
CKS1BP7,0.9921671018276762,0.0077918882342487335
CMTM2,0.9921671018276762,0.0077918882342487335
GRIP2,0.9921671018276762,0.007791888234248732
TUBAP11,0.9921671018276762,0.007791888234248732
PPIAP74,0.9921671018276762,0.007791888234248732
CCDC92B,0.9921671018276762,0.007791888234248732
HSP90AB7P,0.9921671018276762,0.007791888234248732
PIGFP1,0.9921671018276762,0.007791888234248732
PCNPP3,0.9921671018276762,0.007791888234248732
MIR6832,0.9947780678851175,0.005208262135524185
PES1P2,0.9947780678851175,0.005208262135524185
NT5DC1P1,0.9947780678851175,0.005208262135524185
TBL1Y,0.9947780678851175,0.005208262135524185
LRRC63,0.9947780678851175,0.005208262135524185
RPL27P7,0.9947780678851175,0.005208262135524185
KCTD9P3,0.9947780678851175,0.005208262135524185
MRPS18BP2,0.9947780678851175,0.005208262135524185
MIR18A,0.9947780678851175,0.005208262135524185
TPT1P10,0.9947780678851175,0.005208262135524185
FRMPD3-AS1,0.9947780678851175,0.005208262135524185
ADRA1D,0.9947780678851175,0.005208262135524185
RNU6-1283P,0.9947780678851175,0.005208262135524185
WBP1P1,0.9947780678851175,0.005208262135524185
TPM3P4,0.9947780678851175,0.005208262135524185
KCNMB2,0.9947780678851175,0.005208262135524185
BMS1P15,0.9947780678851175,0.005208262135524185
LINC01749,0.9947780678851175,0.005208262135524185
IFITM3P9,0.9947780678851175,0.005208262135524185
OTX2-AS1,0.9947780678851175,0.005208262135524185
LINC01228,0.9947780678851175,0.005208262135524185
SNURF,0.9947780678851175,0.005208262135524185
FAM153A,0.9947780678851175,0.005208262135524185
CBX3P1,0.9947780678851175,0.005208262135524185
SELENOKP2,0.9947780678851175,0.005208262135524185
RN7SL835P,0.9947780678851175,0.005208262135524185
KHSRPP1,0.9947780678851175,0.005208262135524185
VCX3B,0.9947780678851175,0.005208262135524185
LINC02664,0.9947780678851175,0.005208262135524185
MIR548V,0.9947780678851175,0.005208262135524185
ROS1,0.9947780678851175,0.005208262135524185
SYNPR,0.9947780678851175,0.005208262135524185
PPATP1,0.9947780678851175,0.005208262135524185
RC3H1-IT1,0.9947780678851175,0.005208262135524185
RNU11-4P,0.9947780678851175,0.005208262135524185
HNRNPA1P54,0.9947780678851175,0.005208262135524185
LAX1,0.9947780678851175,0.005208262135524185
CLEC18C,0.9947780678851175,0.005208262135524185
FAR1-IT1,0.9947780678851175,0.005208262135524185
RN7SL716P,0.9947780678851175,0.005208262135524185
CPSF1P1,0.9947780678851175,0.005208262135524185
ENSAP1,0.9947780678851175,0.005208262135524185
NAIPP3,0.9947780678851175,0.005208262135524185
CLNS1AP1,0.9947780678851175,0.005208262135524185
OR7E55P,0.9947780678851175,0.005208262135524185
NPM1P46,0.9947780678851175,0.005208262135524185
LINC01641,0.9947780678851175,0.005208262135524185
PHBP19,0.9947780678851175,0.005208262135524185
RPL38P3,0.9947780678851175,0.005208262135524185
PHBP4,0.9947780678851175,0.005208262135524185
RPL35AP27,0.9947780678851175,0.005208262135524185
MIR26B,0.9947780678851175,0.005208262135524185
SNRPN,0.9947780678851175,0.005208262135524185
LILRB5,0.9947780678851175,0.005208262135524185
RPS20P9,0.9947780678851175,0.005208262135524185
GAPDHP66,0.9947780678851175,0.005208262135524184
MIR3190,0.9947780678851175,0.005208262135524184
MIR6884,0.9947780678851175,0.005208262135524184
PPIAL4A,0.9947780678851175,0.005208262135524184
MIR3191,0.9947780678851175,0.005208262135524184
RPS5P7,0.9947780678851175,0.005208262135524184
RN7SL566P,0.9947780678851175,0.005208262135524184
DNAH8,0.9947780678851175,0.005208262135524184
PPIAP80,0.9947780678851175,0.005208262135524184
MIR5094,0.9947780678851175,0.005208262135524184
EEF1A1P1,0.9947780678851175,0.005208262135524184
FTOP1,0.9947780678851175,0.005208262135524184
UPF3AP2,0.9947780678851175,0.005208262135524184
RPS16P2,0.9947780678851175,0.005208262135524184
RNU4-46P,0.9947780678851175,0.005208262135524184
RPS4XP19,0.9947780678851175,0.005208262135524184
IPO8P1,0.9947780678851175,0.005208262135524184
RPL32P21,0.9947780678851175,0.005208262135524184
LINC00635,0.9947780678851175,0.005208262135524184
RNU6-1280P,0.9947780678851175,0.005208262135524184
ARHGAP42P2,0.9947780678851175,0.005208262135524184
EEF1A1P15,0.9947780678851175,0.005208262135524184
SLC4A1,0.9947780678851175,0.005208262135524184
CNTNAP3B,0.9947780678851175,0.005208262135524184
GAPDHP19,0.9947780678851175,0.005208262135524184
RPL38P4,0.9947780678851175,0.005208262135524184
SNF8P1,0.9947780678851175,0.005208262135524184
RPL35P3,0.9947780678851175,0.005208262135524183
HNRNPA1P47,0.9947780678851175,0.005208262135524183
RN7SL230P,0.9947780678851175,0.005208262135524183
MIR16-1,0.9947780678851175,0.005208262135524183
GRASLND,0.9947780678851175,0.005208262135524183
RBMX2P2,0.9947780678851175,0.005208262135524183
ACER2P1,0.9947780678851175,0.005208262135524183
FEN1P1,0.9947780678851175,0.005208262135524183
PIMREGP2,0.9947780678851175,0.005208262135524183
SDAD1P2,0.9947780678851175,0.005208262135524183
GGT2,0.9947780678851175,0.005208262135524183
PGAM1P10,0.9947780678851175,0.005208262135524183
KIRREL1,0.9947780678851175,0.005208262135524183
RNU7-3P,0.9947780678851175,0.005208262135524183
